333.482605 142.517807 143.201080 31.962599 108.646004 33.732800 105.764000 4.000000 0 Rc
360.174683 150.921112 151.585831 31.962599 108.646004 34.342499 106.021004 4.000000 0 Rc
375.550751 158.609726 159.560547 31.962599 108.646004 33.357399 104.991997 4.000000 0 Rc
281.177551 117.992485 121.313774 31.962599 108.646004 33.356800 106.139999 4.000000 0 Rc
252.904816 105.931297 104.308228 31.962599 108.646004 34.128300 107.817001 4.000000 0 Rc
223.029007 93.753395 95.166748 31.962599 108.646004 33.229301 106.800003 4.000000 0 Rc
668.699158 291.634705 288.124023 29.905005 107.232002 34.020000 102.059998 4.000000 0 Rc
434.850525 183.263901 183.587448 29.905005 107.232002 26.650002 104.769997 4.000000 0 Rc
530.372314 225.050858 224.357773 29.726299 107.438004 34.342499 106.021004 4.000000 0 Rc
135.979660 55.409050 56.275944 29.563803 108.795998 30.751900 108.460999 4.000000 0 Rc
545.148743 226.593582 228.397018 29.563803 108.795998 33.732800 105.764000 4.000000 0 Rc
592.289185 252.669693 252.083359 29.563803 108.795998 34.342499 106.021004 4.000000 0 Rc
424.420868 174.376450 175.235901 29.563803 108.795998 27.243498 105.349998 4.000000 0 Rc
510.712830 210.693710 210.539124 29.563803 108.795998 26.650002 104.769997 4.000000 0 Rc
210.878143 86.138077 87.583870 29.563803 108.795998 30.416298 106.839996 4.000000 0 Rc
558.038269 239.102463 237.029984 29.563803 108.795998 30.074802 103.041000 4.000000 0 Rc
226.271118 98.250862 94.638824 29.563803 108.795998 31.373802 107.717003 4.000000 0 Rc
449.432159 192.403488 191.384171 29.563803 108.795998 33.229301 106.800003 4.000000 0 Rc
420.657745 176.121750 177.677704 29.563803 108.795998 33.325298 108.322998 4.000000 0 Rc
385.990753 165.477982 164.477341 29.563803 108.795998 32.910099 107.716003 4.000000 0 Rc
501.417572 211.998322 211.143127 29.563803 108.795998 34.055305 108.323997 4.000000 0 Rc
207.256454 87.451004 86.296181 30.245005 108.370003 28.874998 106.917000 4.000000 0 Rc
506.253815 216.760391 217.386993 30.245005 108.370003 34.342499 106.021004 4.000000 0 Rc
276.946259 120.283424 119.314514 30.245005 108.370003 32.669804 109.037003 4.000000 0 Rc
342.542053 145.973419 145.820648 30.245005 108.370003 33.325298 108.322998 4.000000 0 Rc
424.089844 181.473877 180.219360 30.245005 108.370003 34.029999 108.924004 4.000000 0 Rc
561.931335 240.477966 239.268295 28.874998 106.917000 27.932398 101.272003 4.000000 0 Rc
467.125183 204.829865 199.794266 28.874998 106.917000 26.854799 102.750000 4.000000 0 Rc
586.012573 246.012817 246.618576 28.874998 106.917000 30.034403 101.012001 4.000000 0 Rc
469.713593 199.629852 198.439545 28.874998 106.917000 27.848598 102.260002 4.000000 0 Rc
512.619812 215.250061 216.860855 28.874998 106.917000 33.325298 108.322998 4.000000 0 Rc
417.335632 184.907303 180.252380 30.751900 108.460999 33.732800 105.764000 4.000000 0 Rc
613.451416 257.746399 255.732819 30.751900 108.460999 34.061798 103.231003 4.000000 0 Rc
512.596191 211.569336 213.743668 30.751900 108.460999 33.811401 104.380997 4.000000 0 Rc
362.938599 157.425232 157.430298 30.751900 108.460999 33.356800 106.139999 4.000000 0 Rc
380.268677 163.819717 161.628601 30.751900 108.460999 34.128300 107.817001 4.000000 0 Rc
341.812683 144.650650 146.413101 29.187998 107.825996 28.178900 104.515999 4.000000 0 Rc
467.148499 198.565628 196.799088 29.187998 107.825996 28.327400 103.135002 4.000000 0 Rc
549.337280 231.928131 230.475388 29.187998 107.825996 34.128300 107.817001 4.000000 0 Rc
548.341797 228.559982 231.071625 29.187998 107.825996 34.029999 108.924004 4.000000 0 Rc
324.564026 138.091019 138.373535 29.858299 106.827003 27.243498 105.349998 4.000000 0 Rc
236.623993 97.354355 99.820862 33.732800 105.764000 34.061798 103.231003 4.000000 0 Rc
178.041748 73.824356 75.663788 33.732800 105.764000 34.428902 104.023003 4.000000 0 Rc
128.130417 54.259808 54.383030 33.732800 105.764000 33.811401 104.380997 4.000000 0 Rc
531.991089 226.507477 227.419312 33.732800 105.764000 30.990997 101.121002 4.000000 0 Rc
642.135254 272.049194 270.243683 33.732800 105.764000 28.272200 103.570000 4.000000 0 Rc
394.593262 163.874176 166.090103 34.061798 103.231003 30.990997 101.121002 4.000000 0 Rc
247.155457 100.118721 103.399460 34.061798 103.231003 32.593204 105.227997 4.000000 0 Rc
515.138916 213.852432 213.661499 34.061798 103.231003 31.373802 107.717003 4.000000 0 Rc
368.932159 155.719513 156.567520 34.061798 103.231003 33.018299 107.010002 4.000000 0 Rc
343.075409 145.630875 145.188187 34.061798 103.231003 33.229301 106.800003 4.000000 0 Rc
